country;year;sex;age;suicides_no;population;suicides/100k pop; gdp_for_year ($) ;gdp_per_capita ($);generation
Azerbaijan;2004;male;25-34 years;15;608900;246;8,6804722;1122;Generation X
Azerbaijan;2004;male;55-74 years;7;362100;193;8,6804722;1122;Silent
Azerbaijan;2004;male;15-24 years;10;851350;117;8,6804722;1122;Millenials
Azerbaijan;2004;female;55-74 years;5;439850;114;8,6804722;1122;Silent
Azerbaijan;2004;female;35-54 years;11;1176300;94;8,6804722;1122;Boomers
Azerbaijan;2004;male;5-14 years;6;819600;73;8,6804722;1122;Millenials
Azerbaijan;2004;female;25-34 years;4;662000;6;8,6804722;1122;Generation X
Azerbaijan;2004;female;15-24 years;4;823000;49;8,6804722;1122;Millenials
Azerbaijan;2004;female;5-14 years;1;762050;13;8,6804722;1122;Millenials
Azerbaijan;2004;male;75+ years;0;56900;0;8,6804722;1122;Silent
Azerbaijan;2007;male;75+ years;3;75400;398;33,0503438;4172;Silent
Azerbaijan;2007;male;55-74 years;8;381400;21;33,0503438;4172;Silent
Azerbaijan;2007;male;35-54 years;15;1146950;131;33,0503438;4172;Boomers
Azerbaijan;2007;male;25-34 years;8;647850;123;33,0503438;4172;Generation X
Azerbaijan;2007;female;75+ years;1;118150;85;33,0503438;4172;Silent
Azerbaijan;2007;female;15-24 years;5;872100;57;33,0503438;4172;Millenials
Azerbaijan;2007;male;5-14 years;4;711200;56;33,0503438;4172;Generation Z
Azerbaijan;2007;female;35-54 years;5;1267550;39;33,0503438;4172;Boomers
Azerbaijan;2007;male;15-24 years;3;913150;33;33,0503438;4172;Millenials
Azerbaijan;2007;female;25-34 years;2;680650;29;33,0503438;4172;Generation X
Azerbaijan;2007;female;55-74 years;1;462700;22;33,0503438;4172;Silent
Azerbaijan;2007;female;5-14 years;0;644000;0;33,0503438;4172;Generation Z
Bahamas;1985;male;35-54 years;1;21000;476;2,3206999;11393;Silent
Bahamas;1985;female;15-24 years;0;23300;0;2,3206999;11393;Generation X
Bahamas;1985;female;25-34 years;0;19500;0;2,3206999;11393;Boomers
Bahamas;1985;female;35-54 years;0;22500;0;2,3206999;11393;Silent
Bahamas;1985;female;5-14 years;0;24500;0;2,3206999;11393;Generation X
Bahamas;1985;female;55-74 years;0;11200;0;2,3206999;11393;G.I. Generation
Bahamas;1985;female;75+ years;0;2700;0;2,3206999;11393;G.I. Generation
Bahamas;1985;male;15-24 years;0;23900;0;2,3206999;11393;Generation X
Bahamas;1985;male;25-34 years;0;19100;0;2,3206999;11393;Boomers
Bahamas;1985;male;5-14 years;0;25100;0;2,3206999;11393;Generation X
Bahamas;1985;male;55-74 years;0;9400;0;2,3206999;11393;G.I. Generation
Bahamas;1985;male;75+ years;0;1500;0;2,3206999;11393;G.I. Generation
Bahamas;1987;male;35-54 years;2;22700;881;2,7139999;12286;Silent
Bahamas;1987;male;25-34 years;1;20900;478;2,7139999;12286;Boomers
Bahamas;1987;female;15-24 years;0;25100;0;2,7139999;12286;Generation X
Bahamas;1987;female;25-34 years;0;21100;0;2,7139999;12286;Boomers
Bahamas;1987;female;35-54 years;0;24200;0;2,7139999;12286;Silent
Bahamas;1987;female;5-14 years;0;26400;0;2,7139999;12286;Generation X
Bahamas;1987;female;55-74 years;0;12100;0;2,7139999;12286;G.I. Generation
Bahamas;1987;female;75+ years;0;2900;0;2,7139999;12286;G.I. Generation
Bahamas;1987;male;15-24 years;0;26200;0;2,7139999;12286;Generation X
Bahamas;1987;male;5-14 years;0;27500;0;2,7139999;12286;Generation X
Bahamas;1987;male;55-74 years;0;10200;0;2,7139999;12286;G.I. Generation
Bahamas;1987;male;75+ years;0;1600;0;2,7139999;12286;G.I. Generation
Bahamas;1993;male;55-74 years;1;9900;101;3,0920000;12698;Silent
Bahamas;1993;female;55-74 years;1;11900;84;3,0920000;12698;Silent
Bahamas;1993;male;25-34 years;2;25400;787;3,0920000;12698;Boomers
Bahamas;1993;male;35-54 years;2;27000;741;3,0920000;12698;Boomers
Bahamas;1993;male;15-24 years;1;26800;373;3,0920000;12698;Generation X
Bahamas;1993;female;15-24 years;0;26800;0;3,0920000;12698;Generation X
Bahamas;1993;female;25-34 years;0;26300;0;3,0920000;12698;Boomers
Bahamas;1993;female;35-54 years;0;29300;0;3,0920000;12698;Boomers
Bahamas;1993;female;5-14 years;0;27200;0;3,0920000;12698;Millenials
Bahamas;1993;female;75+ years;0;2800;0;3,0920000;12698;G.I. Generation
Bahamas;1993;male;5-14 years;0;28100;0;3,0920000;12698;Millenials
Bahamas;1993;male;75+ years;0;2000;0;3,0920000;12698;G.I. Generation
Bahamas;1994;male;35-54 years;3;28300;106;3,2590000;13073;Boomers
Bahamas;1994;female;15-24 years;0;26900;0;3,2590000;13073;Generation X
Bahamas;1994;female;25-34 years;0;26800;0;3,2590000;13073;Boomers
Bahamas;1994;female;35-54 years;0;30800;0;3,2590000;13073;Boomers
Bahamas;1994;female;5-14 years;0;27600;0;3,2590000;13073;Millenials
Bahamas;1994;female;55-74 years;0;12300;0;3,2590000;13073;Silent
Bahamas;1994;female;75+ years;0;3000;0;3,2590000;13073;G.I. Generation
Bahamas;1994;male;15-24 years;0;26900;0;3,2590000;13073;Generation X
Bahamas;1994;male;25-34 years;0;26000;0;3,2590000;13073;Boomers
Bahamas;1994;male;5-14 years;0;28300;0;3,2590000;13073;Millenials
Bahamas;1994;male;55-74 years;0;10300;0;3,2590000;13073;Silent
Bahamas;1994;male;75+ years;0;2100;0;3,2590000;13073;G.I. Generation
Bahamas;1995;male;25-34 years;1;26300;38;3,4290000;13473;Generation X
Bahamas;1995;male;35-54 years;1;29800;336;3,4290000;13473;Boomers
Bahamas;1995;female;15-24 years;0;26900;0;3,4290000;13473;Generation X
Bahamas;1995;female;25-34 years;0;27100;0;3,4290000;13473;Generation X
Bahamas;1995;female;35-54 years;0;32300;0;3,4290000;13473;Boomers
Bahamas;1995;female;5-14 years;0;27700;0;3,4290000;13473;Millenials
Bahamas;1995;female;55-74 years;0;12800;0;3,4290000;13473;Silent
Bahamas;1995;female;75+ years;0;3100;0;3,4290000;13473;G.I. Generation
Bahamas;1995;male;15-24 years;0;27000;0;3,4290000;13473;Generation X
Bahamas;1995;male;5-14 years;0;28600;0;3,4290000;13473;Millenials
Bahamas;1995;male;55-74 years;0;10600;0;3,4290000;13473;Silent
Bahamas;1995;male;75+ years;0;2300;0;3,4290000;13473;G.I. Generation
Bahamas;1996;male;35-54 years;3;30549;982;3,6090000;14297;Boomers
Bahamas;1996;female;15-24 years;0;25694;0;3,6090000;14297;Generation X
Bahamas;1996;female;25-34 years;0;25178;0;3,6090000;14297;Generation X
Bahamas;1996;female;35-54 years;0;32794;0;3,6090000;14297;Boomers
Bahamas;1996;female;5-14 years;0;28250;0;3,6090000;14297;Millenials
Bahamas;1996;female;55-74 years;0;13723;0;3,6090000;14297;Silent
Bahamas;1996;female;75+ years;0;2927;0;3,6090000;14297;G.I. Generation
Bahamas;1996;male;15-24 years;0;26103;0;3,6090000;14297;Generation X
Bahamas;1996;male;25-34 years;0;25040;0;3,6090000;14297;Generation X
Bahamas;1996;male;5-14 years;0;28956;0;3,6090000;14297;Millenials
Bahamas;1996;male;55-74 years;0;11476;0;3,6090000;14297;Silent
Bahamas;1996;male;75+ years;0;1748;0;3,6090000;14297;G.I. Generation
Bahamas;1997;male;25-34 years;1;24917;401;6,3323600;24740;Generation X
Bahamas;1997;male;35-54 years;1;31867;314;6,3323600;24740;Boomers
Bahamas;1997;female;15-24 years;0;25605;0;6,3323600;24740;Generation X
Bahamas;1997;female;25-34 years;0;25276;0;6,3323600;24740;Generation X
Bahamas;1997;female;35-54 years;0;34332;0;6,3323600;24740;Boomers
Bahamas;1997;female;5-14 years;0;28389;0;6,3323600;24740;Millenials
Bahamas;1997;female;55-74 years;0;14127;0;6,3323600;24740;Silent
Bahamas;1997;female;75+ years;0;3054;0;6,3323600;24740;G.I. Generation
Bahamas;1997;male;15-24 years;0;25815;0;6,3323600;24740;Generation X
Bahamas;1997;male;5-14 years;0;28929;0;6,3323600;24740;Millenials
Bahamas;1997;male;55-74 years;0;11798;0;6,3323600;24740;Silent
Bahamas;1997;male;75+ years;0;1847;0;6,3323600;24740;G.I. Generation
Bahamas;1998;male;25-34 years;2;24751;808;6,8332200;26269;Generation X
Bahamas;1998;male;35-54 years;1;33276;301;6,8332200;26269;Boomers
Bahamas;1998;female;15-24 years;0;25583;0;6,8332200;26269;Generation X
Bahamas;1998;female;25-34 years;0;25347;0;6,8332200;26269;Generation X
Bahamas;1998;female;35-54 years;0;36034;0;6,8332200;26269;Boomers
Bahamas;1998;female;5-14 years;0;28660;0;6,8332200;26269;Millenials
Bahamas;1998;female;55-74 years;0;14541;0;6,8332200;26269;Silent
Bahamas;1998;female;75+ years;0;3187;0;6,8332200;26269;G.I. Generation
Bahamas;1998;male;15-24 years;0;25619;0;6,8332200;26269;Generation X
Bahamas;1998;male;5-14 years;0;29048;0;6,8332200;26269;Millenials
Bahamas;1998;male;55-74 years;0;12140;0;6,8332200;26269;Silent
Bahamas;1998;male;75+ years;0;1939;0;6,8332200;26269;G.I. Generation
Bahamas;1999;male;25-34 years;3;24557;1222;7,6838700;29019;Generation X
Bahamas;1999;female;25-34 years;1;25368;394;7,6838700;29019;Generation X
Bahamas;1999;male;15-24 years;1;25536;392;7,6838700;29019;Generation X
Bahamas;1999;male;35-54 years;1;34691;288;7,6838700;29019;Boomers
Bahamas;1999;female;15-24 years;0;25625;0;7,6838700;29019;Generation X
Bahamas;1999;female;35-54 years;0;37759;0;7,6838700;29019;Boomers
Bahamas;1999;female;5-14 years;0;29048;0;7,6838700;29019;Millenials
Bahamas;1999;female;55-74 years;0;14983;0;7,6838700;29019;Silent
Bahamas;1999;female;75+ years;0;3335;0;7,6838700;29019;G.I. Generation
Bahamas;1999;male;5-14 years;0;29327;0;7,6838700;29019;Millenials
Bahamas;1999;male;55-74 years;0;12526;0;7,6838700;29019;Silent
Bahamas;1999;male;75+ years;0;2036;0;7,6838700;29019;G.I. Generation
Bahamas;2000;male;25-34 years;4;24338;1644;8,0764700;29942;Generation X
Bahamas;2000;male;35-54 years;5;36060;1387;8,0764700;29942;Boomers
Bahamas;2000;female;55-74 years;1;15459;647;8,0764700;29942;Silent
Bahamas;2000;female;15-24 years;1;25774;388;8,0764700;29942;Generation X
Bahamas;2000;female;25-34 years;0;25314;0;8,0764700;29942;Generation X
Bahamas;2000;female;35-54 years;0;39420;0;8,0764700;29942;Boomers
Bahamas;2000;female;5-14 years;0;29453;0;8,0764700;29942;Millenials
Bahamas;2000;female;75+ years;0;3494;0;8,0764700;29942;G.I. Generation
Bahamas;2000;male;15-24 years;0;25606;0;8,0764700;29942;Generation X
Bahamas;2000;male;5-14 years;0;29702;0;8,0764700;29942;Millenials
Bahamas;2000;male;55-74 years;0;12981;0;8,0764700;29942;Silent
Bahamas;2000;male;75+ years;0;2137;0;8,0764700;29942;G.I. Generation
Bahamas;2001;male;35-54 years;1;37335;268;8,3178300;30122;Boomers
Bahamas;2001;female;15-24 years;0;26565;0;8,3178300;30122;Millenials
Bahamas;2001;female;25-34 years;0;25447;0;8,3178300;30122;Generation X
Bahamas;2001;female;35-54 years;0;40803;0;8,3178300;30122;Boomers
Bahamas;2001;female;5-14 years;0;29545;0;8,3178300;30122;Millenials
Bahamas;2001;female;55-74 years;0;16236;0;8,3178300;30122;Silent
Bahamas;2001;female;75+ years;0;3680;0;8,3178300;30122;Silent
Bahamas;2001;male;15-24 years;0;26361;0;8,3178300;30122;Millenials
Bahamas;2001;male;25-34 years;0;24515;0;8,3178300;30122;Generation X
Bahamas;2001;male;5-14 years;0;29815;0;8,3178300;30122;Millenials
Bahamas;2001;male;55-74 years;0;13606;0;8,3178300;30122;Silent
Bahamas;2001;male;75+ years;0;2232;0;8,3178300;30122;Silent
Bahamas;2002;male;15-24 years;2;27106;738;8,8811600;31432;Millenials
Bahamas;2002;male;35-54 years;1;38667;259;8,8811600;31432;Boomers
Bahamas;2002;female;15-24 years;0;27307;0;8,8811600;31432;Millenials
Bahamas;2002;female;25-34 years;0;25644;0;8,8811600;31432;Generation X
Bahamas;2002;female;35-54 years;0;42134;0;8,8811600;31432;Boomers
Bahamas;2002;female;5-14 years;0;29453;0;8,8811600;31432;Millenials
Bahamas;2002;female;55-74 years;0;17111;0;8,8811600;31432;Silent
Bahamas;2002;female;75+ years;0;3880;0;8,8811600;31432;Silent
Bahamas;2002;male;25-34 years;0;24798;0;8,8811600;31432;Generation X
Bahamas;2002;male;5-14 years;0;29792;0;8,8811600;31432;Millenials
Bahamas;2002;male;55-74 years;0;14336;0;8,8811600;31432;Silent
Bahamas;2002;male;75+ years;0;2327;0;8,8811600;31432;Silent
Bahamas;2003;male;35-54 years;1;40113;249;8,8700900;30704;Boomers
Bahamas;2003;female;15-24 years;0;27919;0;8,8700900;30704;Millenials
Bahamas;2003;female;25-34 years;0;25941;0;8,8700900;30704;Generation X
Bahamas;2003;female;35-54 years;0;43511;0;8,8700900;30704;Boomers
Bahamas;2003;female;5-14 years;0;29130;0;8,8700900;30704;Millenials
Bahamas;2003;female;55-74 years;0;18079;0;8,8700900;30704;Silent
Bahamas;2003;female;75+ years;0;4092;0;8,8700900;30704;Silent
Bahamas;2003;male;15-24 years;0;27766;0;8,8700900;30704;Millenials
Bahamas;2003;male;25-34 years;0;25200;0;8,8700900;30704;Generation X
Bahamas;2003;male;5-14 years;0;29553;0;8,8700900;30704;Millenials
Bahamas;2003;male;55-74 years;0;15166;0;8,8700900;30704;Silent
Bahamas;2003;male;75+ years;0;2418;0;8,8700900;30704;Silent
Bahamas;2004;male;15-24 years;1;28309;353;9,0552900;30671;Millenials
Bahamas;2004;male;35-54 years;1;41662;24;9,0552900;30671;Boomers
Bahamas;2004;female;15-24 years;0;28385;0;9,0552900;30671;Millenials
Bahamas;2004;female;25-34 years;0;26367;0;9,0552900;30671;Generation X
Bahamas;2004;female;35-54 years;0;44948;0;9,0552900;30671;Boomers
Bahamas;2004;female;5-14 years;0;28634;0;9,0552900;30671;Millenials
Bahamas;2004;female;55-74 years;0;19143;0;9,0552900;30671;Silent
Bahamas;2004;female;75+ years;0;4327;0;9,0552900;30671;Silent
Bahamas;2004;male;25-34 years;0;25733;0;9,0552900;30671;Generation X
Bahamas;2004;male;5-14 years;0;29136;0;9,0552900;30671;Millenials
Bahamas;2004;male;55-74 years;0;16082;0;9,0552900;30671;Silent
Bahamas;2004;male;75+ years;0;2511;0;9,0552900;30671;Silent
Bahamas;2005;male;25-34 years;1;26366;379;9,8362000;32596;Generation X
Bahamas;2005;female;25-34 years;1;26917;372;9,8362000;32596;Generation X
Bahamas;2005;male;5-14 years;1;28690;349;9,8362000;32596;Millenials
Bahamas;2005;male;35-54 years;1;43193;232;9,8362000;32596;Boomers
Bahamas;2005;female;15-24 years;0;28757;0;9,8362000;32596;Millenials
Bahamas;2005;female;35-54 years;0;46362;0;9,8362000;32596;Boomers
Bahamas;2005;female;5-14 years;0;28118;0;9,8362000;32596;Millenials
Bahamas;2005;female;55-74 years;0;20307;0;9,8362000;32596;Silent
Bahamas;2005;female;75+ years;0;4589;0;9,8362000;32596;Silent
Bahamas;2005;male;15-24 years;0;28762;0;9,8362000;32596;Millenials
Bahamas;2005;male;55-74 years;0;17085;0;9,8362000;32596;Silent
Bahamas;2005;male;75+ years;0;2617;0;9,8362000;32596;Silent
Bahamas;2006;male;15-24 years;1;29472;339;10,1672500;32957;Millenials
Bahamas;2006;male;35-54 years;1;44490;225;10,1672500;32957;Boomers
Bahamas;2006;female;15-24 years;0;29420;0;10,1672500;32957;Millenials
Bahamas;2006;female;25-34 years;0;27172;0;10,1672500;32957;Generation X
Bahamas;2006;female;35-54 years;0;47679;0;10,1672500;32957;Boomers
Bahamas;2006;female;5-14 years;0;28256;0;10,1672500;32957;Millenials
Bahamas;2006;female;55-74 years;0;21081;0;10,1672500;32957;Silent
Bahamas;2006;female;75+ years;0;4817;0;10,1672500;32957;Silent
Bahamas;2006;male;25-34 years;0;26713;0;10,1672500;32957;Generation X
Bahamas;2006;male;5-14 years;0;28912;0;10,1672500;32957;Millenials
Bahamas;2006;male;55-74 years;0;17743;0;10,1672500;32957;Silent
Bahamas;2006;male;75+ years;0;2744;0;10,1672500;32957;Silent
Bahamas;2007;male;35-54 years;2;45790;437;10,6183400;33710;Boomers
Bahamas;2007;male;25-34 years;1;27047;37;10,6183400;33710;Generation X
Bahamas;2007;male;15-24 years;1;30182;331;10,6183400;33710;Millenials
Bahamas;2007;female;35-54 years;1;48976;204;10,6183400;33710;Boomers
Bahamas;2007;female;15-24 years;0;30101;0;10,6183400;33710;Millenials
Bahamas;2007;female;25-34 years;0;27419;0;10,6183400;33710;Generation X
Bahamas;2007;female;5-14 years;0;28225;0;10,6183400;33710;Generation Z
Bahamas;2007;female;55-74 years;0;21936;0;10,6183400;33710;Silent
Bahamas;2007;female;75+ years;0;5046;0;10,6183400;33710;Silent
Bahamas;2007;male;5-14 years;0;28953;0;10,6183400;33710;Generation Z
Bahamas;2007;male;55-74 years;0;18460;0;10,6183400;33710;Silent
Bahamas;2007;male;75+ years;0;2854;0;10,6183400;33710;Silent
Bahamas;2008;male;25-34 years;1;27416;365;10,5260000;32746;Generation X
Bahamas;2008;male;5-14 years;1;28759;348;10,5260000;32746;Generation Z
Bahamas;2008;male;15-24 years;1;30842;324;10,5260000;32746;Millenials
Bahamas;2008;male;35-54 years;1;47227;212;10,5260000;32746;Boomers
Bahamas;2008;female;15-24 years;0;30739;0;10,5260000;32746;Millenials
Bahamas;2008;female;25-34 years;0;27705;0;10,5260000;32746;Generation X
Bahamas;2008;female;35-54 years;0;50385;0;10,5260000;32746;Boomers
Bahamas;2008;female;5-14 years;0;27972;0;10,5260000;32746;Generation Z
Bahamas;2008;female;55-74 years;0;22905;0;10,5260000;32746;Silent
Bahamas;2008;female;75+ years;0;5272;0;10,5260000;32746;Silent
Bahamas;2008;male;55-74 years;0;19279;0;10,5260000;32746;Silent
Bahamas;2008;male;75+ years;0;2946;0;10,5260000;32746;Silent
Bahamas;2009;male;15-24 years;2;31432;636;9,9819600;30450;Millenials
Bahamas;2009;male;35-54 years;2;48784;41;9,9819600;30450;Boomers
Bahamas;2009;male;25-34 years;1;27862;359;9,9819600;30450;Generation X
Bahamas;2009;female;35-54 years;1;51877;193;9,9819600;30450;Boomers
Bahamas;2009;female;15-24 years;0;31298;0;9,9819600;30450;Millenials
Bahamas;2009;female;25-34 years;0;28059;0;9,9819600;30450;Generation X
Bahamas;2009;female;5-14 years;0;27474;0;9,9819600;30450;Generation Z
Bahamas;2009;female;55-74 years;0;23987;0;9,9819600;30450;Silent
Bahamas;2009;female;75+ years;0;5515;0;9,9819600;30450;Silent
Bahamas;2009;male;5-14 years;0;28311;0;9,9819600;30450;Generation Z
Bahamas;2009;male;55-74 years;0;20196;0;9,9819600;30450;Silent
Bahamas;2009;male;75+ years;0;3018;0;9,9819600;30450;Silent
Bahamas;2010;male;75+ years;1;3090;3236;10,0957600;30239;Silent
Bahamas;2010;female;15-24 years;2;31792;629;10,0957600;30239;Millenials
Bahamas;2010;male;35-54 years;3;50326;596;10,0957600;30239;Generation X
Bahamas;2010;male;55-74 years;1;21188;472;10,0957600;30239;Silent
Bahamas;2010;female;55-74 years;1;25150;398;10,0957600;30239;Silent
Bahamas;2010;male;15-24 years;1;31968;313;10,0957600;30239;Millenials
Bahamas;2010;female;35-54 years;1;53312;188;10,0957600;30239;Generation X
Bahamas;2010;female;25-34 years;0;28521;0;10,0957600;30239;Generation X
Bahamas;2010;female;5-14 years;0;26732;0;10,0957600;30239;Generation Z
Bahamas;2010;female;75+ years;0;5772;0;10,0957600;30239;Silent
Bahamas;2010;male;25-34 years;0;28398;0;10,0957600;30239;Generation X
